DATAFLOW,LAST UPDATE,freq,unit,citizen,sex,applicant,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Austria,2023-08,5,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Austria,2023-09,10,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Austria,2023-10,15,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Austria,2023-11,5,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Austria,2023-12,5,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Austria,2024-01,0,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Austria,2024-02,0,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Austria,2024-03,0,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Austria,2024-04,5,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Austria,2024-05,5,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Austria,2024-06,5,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Austria,2024-07,0,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Austria,2024-08,5,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Austria,2024-09,5,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Austria,2024-10,5,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Austria,2024-11,0,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Austria,2024-12,5,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Austria,2025-01,5,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Austria,2025-02,0,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Austria,2025-03,5,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Austria,2025-04,5,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Austria,2025-05,5,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Austria,2025-06,0,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Austria,2025-07,5,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Austria,2025-08,5,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Austria,2025-09,5,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Austria,2025-10,5,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Austria,2025-11,5,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Belgium,2017-01,5,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Belgium,2017-02,0,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Belgium,2017-03,5,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Belgium,2017-04,5,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Belgium,2017-05,5,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Belgium,2017-06,5,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Belgium,2017-07,5,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Belgium,2017-08,10,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Belgium,2017-09,5,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Belgium,2017-10,10,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Belgium,2017-11,0,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Belgium,2017-12,5,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Belgium,2018-01,5,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Belgium,2018-02,0,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Belgium,2018-03,0,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Belgium,2018-04,5,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Belgium,2018-05,0,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Belgium,2018-06,0,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Belgium,2018-07,5,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Belgium,2018-08,10,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Belgium,2018-09,5,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Belgium,2018-10,10,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Belgium,2018-11,5,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Belgium,2018-12,5,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Belgium,2019-01,5,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Belgium,2019-02,5,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Belgium,2019-03,5,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Belgium,2019-04,0,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Belgium,2019-05,5,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Belgium,2019-06,5,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Belgium,2019-07,0,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Belgium,2019-08,5,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Belgium,2019-09,5,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Belgium,2019-10,5,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Belgium,2019-11,5,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Belgium,2019-12,5,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Belgium,2020-01,5,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Belgium,2020-02,10,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Belgium,2020-03,5,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Belgium,2020-04,0,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Belgium,2020-05,0,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Belgium,2020-06,0,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Belgium,2020-07,0,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Belgium,2020-08,0,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Belgium,2020-09,0,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Belgium,2020-10,5,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Belgium,2020-11,5,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Belgium,2020-12,0,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Belgium,2021-01,0,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Belgium,2021-02,0,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Belgium,2021-03,5,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Belgium,2021-04,0,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Belgium,2021-05,0,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Belgium,2021-06,0,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Belgium,2021-07,5,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Belgium,2021-08,5,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Belgium,2021-09,0,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Belgium,2021-10,0,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Belgium,2021-11,0,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Belgium,2021-12,5,,
ESTAT:MIGR_ASYAPPCTZM(1.0),06/03/26 11:00:00,Monthly,Person,Russia,Females,First time applicant,From 18 to 34 years,Belgium,2022-01,0,,
